trial,block,stimId,category,response,accuracy,rt,condition,id,phase
9,0,A250,Alpha,Alpha,True,2081,2,12197,trainPhase
10,0,B750,Beta,Beta,True,2513,2,12197,trainPhase
11,0,B550,Beta,Beta,True,1303,2,12197,trainPhase
12,0,C1250,Gamma,Gamma,True,1192,2,12197,trainPhase
13,0,A50,Alpha,Alpha,True,1282,2,12197,trainPhase
14,0,C1050,Gamma,Gamma,True,2221,2,12197,trainPhase
0,1,B650,Beta,Beta,True,782,2,12197,trainPhase
1,1,C1150,Gamma,Gamma,True,1929,2,12197,trainPhase
2,1,A50,Alpha,Alpha,True,1089,2,12197,trainPhase
3,1,B950,Beta,Gamma,False,3906,2,12197,trainPhase
4,1,A450,Alpha,Alpha,True,2249,2,12197,trainPhase
5,1,C1350,Gamma,Gamma,True,1286,2,12197,trainPhase
6,1,B850,Beta,Beta,True,1205,2,12197,trainPhase
7,1,A150,Alpha,Alpha,True,1006,2,12197,trainPhase
8,1,B750,Beta,Beta,True,2225,2,12197,trainPhase
9,1,A250,Alpha,Alpha,True,1041,2,12197,trainPhase
10,1,C1250,Gamma,Gamma,True,1011,2,12197,trainPhase
11,1,C1050,Gamma,Gamma,True,2153,2,12197,trainPhase
12,1,C1450,Gamma,Gamma,True,1039,2,12197,trainPhase
13,1,A350,Alpha,Alpha,True,1052,2,12197,trainPhase
14,1,B550,Beta,Beta,True,885,2,12197,trainPhase
0,2,A150,Alpha,Alpha,True,916,2,12197,trainPhase
1,2,C1350,Gamma,Gamma,True,1497,2,12197,trainPhase
2,2,B850,Beta,Beta,True,964,2,12197,trainPhase
3,2,B550,Beta,Beta,True,969,2,12197,trainPhase
4,2,A350,Alpha,Alpha,True,865,2,12197,trainPhase
5,2,B950,Beta,Beta,True,1103,2,12197,trainPhase
6,2,C1450,Gamma,Gamma,True,853,2,12197,trainPhase
7,2,A450,Alpha,Alpha,True,1034,2,12197,trainPhase
8,2,C1150,Gamma,Gamma,True,2560,2,12197,trainPhase
9,2,A250,Alpha,Alpha,True,1040,2,12197,trainPhase
10,2,C1250,Gamma,Gamma,True,1057,2,12197,trainPhase
11,2,B650,Beta,Beta,True,1291,2,12197,trainPhase
12,2,A50,Alpha,Alpha,True,935,2,12197,trainPhase
13,2,B750,Beta,Beta,True,771,2,12197,trainPhase
14,2,C1050,Gamma,Gamma,True,1330,2,12197,trainPhase
0,3,B950,Beta,Beta,True,1225,2,12197,trainPhase
1,3,C1250,Gamma,Gamma,True,1133,2,12197,trainPhase
2,3,C1450,Gamma,Gamma,True,1531,2,12197,trainPhase
3,3,C1050,Gamma,Gamma,True,2356,2,12197,trainPhase
4,3,A350,Alpha,Alpha,True,1477,2,12197,trainPhase
5,3,B850,Beta,Beta,True,679,2,12197,trainPhase
6,3,A50,Alpha,Alpha,True,867,2,12197,trainPhase
7,3,A150,Alpha,Alpha,True,1245,2,12197,trainPhase
8,3,B550,Beta,Beta,True,960,2,12197,trainPhase
9,3,A450,Alpha,Beta,False,891,2,12197,trainPhase
10,3,C1350,Gamma,Gamma,True,1237,2,12197,trainPhase
11,3,C1150,Gamma,Gamma,True,1180,2,12197,trainPhase
12,3,B750,Beta,Beta,True,873,2,12197,trainPhase
13,3,B650,Beta,Beta,True,917,2,12197,trainPhase
14,3,A250,Alpha,Alpha,True,1005,2,12197,trainPhase
0,4,B550,Beta,Beta,True,1631,2,12197,trainPhase
1,4,C1350,Gamma,Gamma,True,1052,2,12197,trainPhase
2,4,B950,Beta,Beta,True,1706,2,12197,trainPhase
3,4,C1150,Gamma,Gamma,True,1102,2,12197,trainPhase
4,4,A150,Alpha,Alpha,True,891,2,12197,trainPhase
5,4,A350,Alpha,Alpha,True,1794,2,12197,trainPhase
6,4,C1450,Gamma,Gamma,True,1040,2,12197,trainPhase
7,4,A250,Alpha,Alpha,True,1133,2,12197,trainPhase
8,4,C1050,Gamma,Beta,False,1001,2,12197,trainPhase
9,4,C1250,Gamma,Gamma,True,913,2,12197,trainPhase
10,4,A450,Alpha,Beta,False,1103,2,12197,trainPhase
11,4,B850,Beta,Beta,True,725,2,12197,trainPhase
12,4,A50,Alpha,Alpha,True,841,2,12197,trainPhase
13,4,B650,Beta,Beta,True,677,2,12197,trainPhase
14,4,B750,Beta,Beta,True,886,2,12197,trainPhase
0,0,C1450,Gamma,Alpha,False,4927,2,12219,trainPhase
1,0,C1050,Gamma,Beta,False,1855,2,12219,trainPhase
2,0,A250,Alpha,Beta,False,1523,2,12219,trainPhase
3,0,C1350,Gamma,Gamma,True,2089,2,12219,trainPhase
4,0,A350,Alpha,Alpha,True,1754,2,12219,trainPhase
5,0,B650,Beta,Beta,True,3769,2,12219,trainPhase
6,0,C1150,Gamma,Gamma,True,1490,2,12219,trainPhase
7,0,A150,Alpha,Alpha,True,1173,2,12219,trainPhase
8,0,B950,Beta,Beta,True,1061,2,12219,trainPhase
9,0,B850,Beta,Beta,True,1313,2,12219,trainPhase
10,0,A450,Alpha,Alpha,True,1952,2,12219,trainPhase
11,0,C1250,Gamma,Gamma,True,1128,2,12219,trainPhase
12,0,B550,Beta,Beta,True,1401,2,12219,trainPhase
13,0,B750,Beta,Beta,True,1323,2,12219,trainPhase
14,0,A50,Alpha,Alpha,True,1098,2,12219,trainPhase
0,1,A450,Alpha,Beta,False,814,2,12219,trainPhase
1,1,A50,Alpha,Alpha,True,1090,2,12219,trainPhase
2,1,B950,Beta,Beta,True,3076,2,12219,trainPhase
3,1,C1150,Gamma,Gamma,True,1070,2,12219,trainPhase
4,1,B850,Beta,Beta,True,887,2,12219,trainPhase
5,1,B550,Beta,Beta,True,4528,2,12219,trainPhase
6,1,C1050,Gamma,Gamma,True,3465,2,12219,trainPhase
7,1,A250,Alpha,Alpha,True,1486,2,12219,trainPhase
8,1,C1450,Gamma,Gamma,True,1426,2,12219,trainPhase
9,1,B650,Beta,Beta,True,1666,2,12219,trainPhase
10,1,B750,Beta,Beta,True,1295,2,12219,trainPhase
11,1,A150,Alpha,Alpha,True,906,2,12219,trainPhase
12,1,C1350,Gamma,Gamma,True,991,2,12219,trainPhase
13,1,C1250,Gamma,Gamma,True,1014,2,12219,trainPhase
14,1,A350,Alpha,Alpha,True,1420,2,12219,trainPhase
0,2,A250,Alpha,Alpha,True,929,2,12219,trainPhase
1,2,B850,Beta,Beta,True,1421,2,12219,trainPhase
2,2,B650,Beta,Beta,True,1587,2,12219,trainPhase
3,2,A350,Alpha,Alpha,True,1026,2,12219,trainPhase
4,2,A50,Alpha,Alpha,True,815,2,12219,trainPhase
5,2,A450,Alpha,Beta,False,948,2,12219,trainPhase
6,2,B950,Beta,Beta,True,1664,2,12219,trainPhase
7,2,B550,Beta,Beta,True,960,2,12219,trainPhase
8,2,A150,Alpha,Alpha,True,920,2,12219,trainPhase
9,2,C1250,Gamma,Gamma,True,1196,2,12219,trainPhase
10,2,B750,Beta,Beta,True,906,2,12219,trainPhase
11,2,C1350,Gamma,Gamma,True,852,2,12219,trainPhase
12,2,C1150,Gamma,Gamma,True,862,2,12219,trainPhase
13,2,C1050,Gamma,Gamma,True,933,2,12219,trainPhase
14,2,C1450,Gamma,Gamma,True,951,2,12219,trainPhase
0,3,B550,Beta,Beta,True,843,2,12219,trainPhase
1,3,C1050,Gamma,Gamma,True,1525,2,12219,trainPhase
2,3,C1150,Gamma,Gamma,True,877,2,12219,trainPhase
3,3,A250,Alpha,Alpha,True,1335,2,12219,trainPhase
4,3,C1350,Gamma,Gamma,True,938,2,12219,trainPhase
5,3,A150,Alpha,Alpha,True,1035,2,12219,trainPhase
6,3,B650,Beta,Beta,True,1759,2,12219,trainPhase
