trial,block,stimId1,stimID2,category1,category2,response,rt,condition,id
13,1,B850,B950, Beta,Gamma,5.0,2559,1,12388
14,1,B850,B650, Beta,Beta,5.0,2012,1,12388
3,2,C1050,T500,Gamma,Beta,2.0,4283,1,12388
4,2,C1050,A50,Gamma,Alpha,0.0,1883,1,12388
5,2,C1050,A350,Gamma,Alpha,2.0,2745,1,12388
6,2,C1050,C1250,Gamma,Gamma,5.0,3965,1,12388
7,2,C1050,T1000,Gamma,Gamma,6.0,7082,1,12388
8,2,C1050,A250,Gamma,Alpha,0.0,3914,1,12388
9,2,C1050,C1150,Gamma,Gamma,6.0,3195,1,12388
10,2,C1050,B750,Gamma,Beta,4.0,5004,1,12388
11,2,C1050,B550,Gamma,Beta,3.0,1882,1,12388
12,2,C1050,A150,Gamma,Alpha,0.0,2478,1,12388
13,2,C1050,B950,Gamma,Gamma,5.0,7283,1,12388
14,2,C1050,B650,Gamma,Beta,4.0,3499,1,12388
4,3,T500,A50,Beta,Alpha,0.0,1888,1,12388
5,3,T500,A350,Beta,Alpha,5.0,6947,1,12388
6,3,T500,C1250,Beta,Gamma,0.0,6345,1,12388
7,3,T500,T1000,Beta,Gamma,0.0,1419,1,12388
8,3,T500,A250,Beta,Alpha,4.0,4267,1,12388
9,3,T500,C1150,Beta,Gamma,0.0,3131,1,12388
10,3,T500,B750,Beta,Beta,4.0,3426,1,12388
11,3,T500,B550,Beta,Beta,5.0,2059,1,12388
12,3,T500,A150,Beta,Alpha,0.0,4099,1,12388
13,3,T500,B950,Beta,Gamma,0.9999999999999998,5210,1,12388
14,3,T500,B650,Beta,Beta,5.0,5680,1,12388
5,4,A50,A350,Alpha,Alpha,0.0,2298,1,12388
6,4,A50,C1250,Alpha,Gamma,0.0,1120,1,12388
7,4,A50,T1000,Alpha,Gamma,0.0,581,1,12388
8,4,A50,A250,Alpha,Alpha,2.0,3225,1,12388
9,4,A50,C1150,Alpha,Gamma,0.0,2021,1,12388
10,4,A50,B750,Alpha,Beta,0.0,571,1,12388
11,4,A50,B550,Alpha,Beta,0.0,572,1,12388
12,4,A50,A150,Alpha,Alpha,4.0,2300,1,12388
13,4,A50,B950,Alpha,Gamma,0.0,2137,1,12388
14,4,A50,B650,Alpha,Beta,0.0,555,1,12388
6,5,A350,C1250,Alpha,Gamma,0.9999999999999998,4081,1,12388
7,5,A350,T1000,Alpha,Gamma,0.9999999999999998,4463,1,12388
8,5,A350,A250,Alpha,Alpha,5.0,2305,1,12388
9,5,A350,C1150,Alpha,Gamma,0.0,5507,1,12388
10,5,A350,B750,Alpha,Beta,2.0,4890,1,12388
11,5,A350,B550,Alpha,Beta,3.0,2056,1,12388
12,5,A350,A150,Alpha,Alpha,3.0,2833,1,12388
13,5,A350,B950,Alpha,Gamma,2.0,3594,1,12388
14,5,A350,B650,Alpha,Beta,2.0,3076,1,12388
7,6,C1250,T1000,Gamma,Gamma,5.0,2379,1,12388
8,6,C1250,A250,Gamma,Alpha,2.0,5900,1,12388
9,6,C1250,C1150,Gamma,Gamma,6.0,3411,1,12388
10,6,C1250,B750,Gamma,Beta,5.0,4563,1,12388
11,6,C1250,B550,Gamma,Beta,4.0,3243,1,12388
12,6,C1250,A150,Gamma,Alpha,0.0,3883,1,12388
13,6,C1250,B950,Gamma,Gamma,5.0,5498,1,12388
14,6,C1250,B650,Gamma,Beta,4.0,2857,1,12388
8,7,T1000,A250,Gamma,Alpha,0.9999999999999998,4578,1,12388
9,7,T1000,C1150,Gamma,Gamma,6.0,2211,1,12388
10,7,T1000,B750,Gamma,Beta,5.0,5236,1,12388
11,7,T1000,B550,Gamma,Beta,4.0,2182,1,12388
12,7,T1000,A150,Gamma,Alpha,0.0,3948,1,12388
13,7,T1000,B950,Gamma,Gamma,6.0,1931,1,12388
14,7,T1000,B650,Gamma,Beta,5.0,2228,1,12388
9,8,A250,C1150,Alpha,Gamma,0.0,5675,1,12388
10,8,A250,B750,Alpha,Beta,2.0,2259,1,12388
11,8,A250,B550,Alpha,Beta,4.0,2348,1,12388
12,8,A250,A150,Alpha,Alpha,6.0,3091,1,12388
13,8,A250,B950,Alpha,Gamma,0.0,7991,1,12388
14,8,A250,B650,Alpha,Beta,3.0,8052,1,12388
10,9,C1150,B750,Gamma,Beta,4.0,5978,1,12388
11,9,C1150,B550,Gamma,Beta,3.0,1754,1,12388
12,9,C1150,A150,Gamma,Alpha,0.0,3486,1,12388
13,9,C1150,B950,Gamma,Gamma,5.0,3152,1,12388
14,9,C1150,B650,Gamma,Beta,4.0,6018,1,12388
11,10,B750,B550,Beta,Beta,5.0,3287,1,12388
12,10,B750,A150,Beta,Alpha,2.0,5249,1,12388
13,10,B750,B950,Beta,Gamma,5.0,2314,1,12388
14,10,B750,B650,Beta,Beta,6.0,3059,1,12388
12,11,B550,A150,Beta,Alpha,3.0,3880,1,12388
13,11,B550,B950,Beta,Gamma,2.0,2659,1,12388
14,11,B550,B650,Beta,Beta,6.0,3147,1,12388
13,12,A150,B950,Alpha,Gamma,0.0,4507,1,12388
14,12,A150,B650,Alpha,Beta,0.9999999999999998,3030,1,12388
14,13,B950,B650,Gamma,Beta,5.0,3050,1,12388
1,0,A50,C1050,Gamma,Gamma,5.0,31916,1,12389
2,0,A50,B750,Alpha,Beta,5.0,2524,1,12389
3,0,A50,B850,Alpha, Beta,5.0,2462,1,12389
4,0,A50,B950,Alpha,Gamma,5.0,2729,1,12389
5,0,A50,B650,Alpha,Beta,5.0,5811,1,12389
6,0,A50,C1250,Alpha,Gamma,4.0,4313,1,12389
7,0,A50,A350,Alpha,Alpha,5.0,4778,1,12389
8,0,A50,A250,Alpha,Alpha,5.0,1690,1,12389
9,0,A50,A150,Alpha,Alpha,5.0,1254,1,12389
10,0,A50,B550,Alpha,Beta,4.0,10504,1,12389
11,0,A50,T1000,Alpha,Gamma,4.0,1827,1,12389
12,0,A50,T500,Alpha,Beta,4.0,6088,1,12389
13,0,A50,A450,Alpha,Alpha,4.0,1820,1,12389
14,0,A50,C1150,Alpha,Gamma,2.0,6081,1,12389
2,1,C1050,B750,Gamma,Beta,5.0,5411,1,12389
3,1,C1050,B850,Gamma, Beta,5.0,991,1,12389
4,1,C1050,B950,Gamma,Gamma,5.0,2367,1,12389
5,1,C1050,B650,Gamma,Beta,4.0,4543,1,12389
6,1,C1050,C1250,Gamma,Gamma,5.0,4034,1,12389
7,1,C1050,A350,Gamma,Alpha,4.0,4043,1,12389
8,1,C1050,A250,Gamma,Alpha,3.0,5149,1,12389
9,1,C1050,A150,Gamma,Alpha,2.0,6298,1,12389
10,1,C1050,B550,Gamma,Beta,3.0,3434,1,12389
11,1,C1050,T1000,Gamma,Gamma,6.0,3373,1,12389
12,1,C1050,T500,Gamma,Beta,4.0,3551,1,12389
13,1,C1050,A450,Gamma,Alpha,4.0,2222,1,12389
14,1,C1050,C1150,Gamma,Gamma,6.0,2003,1,12389
3,2,B750,B850,Beta, Beta,6.0,1084,1,12389
4,2,B750,B950,Beta,Gamma,6.0,2144,1,12389
5,2,B750,B650,Beta,Beta,6.0,1497,1,12389
6,2,B750,C1250,Beta,Gamma,5.0,2869,1,12389
7,2,B750,A350,Beta,Alpha,5.0,7059,1,12389
8,2,B750,A250,Beta,Alpha,4.0,3227,1,12389
9,2,B750,A150,Beta,Alpha,3.0,2359,1,12389
10,2,B750,B550,Beta,Beta,5.0,3555,1,12389
11,2,B750,T1000,Beta,Gamma,5.0,2010,1,12389
12,2,B750,T500,Beta,Beta,5.0,5023,1,12389
13,2,B750,A450,Beta,Alpha,4.0,4127,1,12389
14,2,B750,C1150,Beta,Gamma,5.0,12414,1,12389
4,3,B850,B950, Beta,Gamma,6.0,3124,1,12389
5,3,B850,B650, Beta,Beta,6.0,3017,1,12389
6,3,B850,C1250, Beta,Gamma,6.0,3266,1,12389
7,3,B850,A350, Beta,Alpha,4.0,6900,1,12389
8,3,B850,A250, Beta,Alpha,3.0,2306,1,12389
9,3,B850,A150, Beta,Alpha,2.0,2893,1,12389
10,3,B850,B550, Beta,Beta,5.0,44307,1,12389
11,3,B850,T1000, Beta,Gamma,6.0,3961,1,12389
12,3,B850,T500, Beta,Beta,4.0,19746,1,12389
13,3,B850,A450, Beta,Alpha,4.0,7173,1,12389
14,3,B850,C1150, Beta,Gamma,6.0,12715,1,12389
5,4,B950,B650,Gamma,Beta,5.0,4435,1,12389
6,4,B950,C1250,Gamma,Gamma,6.0,2507,1,12389
7,4,B950,A350,Gamma,Alpha,3.0,6885,1,12389
8,4,B950,A250,Gamma,Alpha,2.0,2323,1,12389
9,4,B950,A150,Gamma,Alpha,2.0,1067,1,12389
10,4,B950,B550,Gamma,Beta,4.0,3578,1,12389
11,4,B950,T1000,Gamma,Gamma,6.0,1993,1,12389
12,4,B950,T500,Gamma,Beta,4.0,4937,1,12389
13,4,B950,A450,Gamma,Alpha,4.0,4056,1,12389
14,4,B950,C1150,Gamma,Gamma,6.0,5781,1,12389
6,5,B650,C1250,Beta,Gamma,5.0,1899,1,12389
7,5,B650,A350,Beta,Alpha,5.0,7563,1,12389
8,5,B650,A250,Beta,Alpha,3.0,7723,1,12389
9,5,B650,A150,Beta,Alpha,2.0,4083,1,12389
10,5,B650,B550,Beta,Beta,6.0,3817,1,12389
11,5,B650,T1000,Beta,Gamma,5.0,7822,1,12389
12,5,B650,T500,Beta,Beta,6.0,1915,1,12389
13,5,B650,A450,Beta,Alpha,6.0,1099,1,12389
14,5,B650,C1150,Beta,Gamma,5.0,2160,1,12389
7,6,C1250,A350,Gamma,Alpha,2.0,3387,1,12389
8,6,C1250,A250,Gamma,Alpha,0.9999999999999998,6006,1,12389
9,6,C1250,A150,Gamma,Alpha,0.0,4122,1,12389
10,6,C1250,B550,Gamma,Beta,3.0,8984,1,12389
11,6,C1250,T1000,Gamma,Gamma,6.0,3052,1,12389
12,6,C1250,T500,Gamma,Beta,2.0,18689,1,12389
13,6,C1250,A450,Gamma,Alpha,2.0,7984,1,12389
14,6,C1250,C1150,Gamma,Gamma,6.0,3797,1,12389
8,7,A350,A250,Alpha,Alpha,6.0,2898,1,12389
9,7,A350,A150,Alpha,Alpha,5.0,2636,1,12389
10,7,A350,B550,Alpha,Beta,4.0,7817,1,12389
11,7,A350,T1000,Alpha,Gamma,2.0,5393,1,12389
12,7,A350,T500,Alpha,Beta,5.0,10181,1,12389
13,7,A350,A450,Alpha,Alpha,5.0,1578,1,12389
14,7,A350,C1150,Alpha,Gamma,2.0,13537,1,12389
9,8,A250,A150,Alpha,Alpha,5.0,2881,1,12389
10,8,A250,B550,Alpha,Beta,4.0,12921,1,12389
11,8,A250,T1000,Alpha,Gamma,0.9999999999999998,5152,1,12389
12,8,A250,T500,Alpha,Beta,4.0,4643,1,12389
13,8,A250,A450,Alpha,Alpha,4.0,1705,1,12389
14,8,A250,C1150,Alpha,Gamma,0.9999999999999998,4256,1,12389
10,9,A150,B550,Alpha,Beta,2.0,10110,1,12389
11,9,A150,T1000,Alpha,Gamma,0.9999999999999998,40498,1,12389
12,9,A150,T500,Alpha,Beta,3.0,4491,1,12389
13,9,A150,A450,Alpha,Alpha,0.9999999999999998,12102,1,12389
14,9,A150,C1150,Alpha,Gamma,0.0,5711,1,12389
11,10,B550,T1000,Beta,Gamma,3.0,20265,1,12389
12,10,B550,T500,Beta,Beta,6.0,2364,1,12389
13,10,B550,A450,Beta,Alpha,6.0,9806,1,12389
14,10,B550,C1150,Beta,Gamma,3.0,9514,1,12389
12,11,T1000,T500,Gamma,Beta,3.0,4858,1,12389
13,11,T1000,A450,Gamma,Alpha,3.0,6651,1,12389
14,11,T1000,C1150,Gamma,Gamma,6.0,2228,1,12389
13,12,T500,A450,Beta,Alpha,6.0,1083,1,12389
14,12,T500,C1150,Beta,Gamma,3.0,6292,1,12389
14,13,A450,C1150,Alpha,Gamma,3.0,3575,1,12389
1,0,A250,A50,Alpha,Alpha,0.9999999999999998,14497,1,12390
2,0,A250,B650,Alpha,Beta,0.9999999999999998,6323,1,12390
3,0,A250,A450,Alpha,Alpha,0.9999999999999998,5901,1,12390
4,0,A250,C1050,Alpha,Gamma,0.9999999999999998,3631,1,12390
5,0,A250,B550,Alpha,Beta,0.9999999999999998,4421,1,12390
6,0,A250,B850,Alpha, Beta,0.0,9721,1,12390
7,0,A250,A350,Alpha,Alpha,4.0,11822,1,12390
8,0,A250,C1150,Alpha,Gamma,0.0,3636,1,12390
9,0,A250,B950,Alpha,Gamma,0.9999999999999998,3530,1,12390
10,0,A250,C1250,Alpha,Gamma,0.0,3058,1,12390
11,0,A250,T1000,Alpha,Gamma,0.0,1454,1,12390
12,0,A250,T500,Alpha,Beta,3.0,4421,1,12390
13,0,A250,A150,Alpha,Alpha,4.0,3906,1,12390
14,0,A250,B750,Alpha,Beta,0.9999999999999998,2820,1,12390
2,1,A50,B650,Alpha,Beta,0.0,5401,1,12390
3,1,A50,A450,Alpha,Alpha,0.0,1112,1,12390
4,1,A50,C1050,Alpha,Gamma,0.0,1954,1,12390
5,1,A50,B550,Alpha,Beta,0.0,2883,1,12390
6,1,A50,B850,Alpha, Beta,0.0,2579,1,12390
7,1,A50,A350,Alpha,Alpha,0.0,2477,1,12390
8,1,A50,C1150,Alpha,Gamma,0.0,2273,1,12390
9,1,A50,B950,Alpha,Gamma,0.0,2270,1,12390
10,1,A50,C1250,Alpha,Gamma,0.0,2650,1,12390
11,1,A50,T1000,Alpha,Gamma,0.0,2441,1,12390
12,1,A50,T500,Alpha,Beta,0.0,2069,1,12390
13,1,A50,A150,Alpha,Alpha,3.0,11941,1,12390
14,1,A50,B750,Alpha,Beta,0.0,3453,1,12390
3,2,B650,A450,Beta,Alpha,3.0,3871,1,12390
4,2,B650,C1050,Beta,Gamma,2.0,3746,1,12390
5,2,B650,B550,Beta,Beta,3.0,3061,1,12390
6,2,B650,B850,Beta, Beta,3.0,1184,1,12390
7,2,B650,A350,Beta,Alpha,2.0,3404,1,12390
8,2,B650,C1150,Beta,Gamma,2.0,3275,1,12390
9,2,B650,B950,Beta,Gamma,0.9999999999999998,2722,1,12390
10,2,B650,C1250,Beta,Gamma,0.9999999999999998,1084,1,12390
11,2,B650,T1000,Beta,Gamma,0.9999999999999998,1101,1,12390
12,2,B650,T500,Beta,Beta,2.0,6347,1,12390
13,2,B650,A150,Beta,Alpha,0.0,2802,1,12390
14,2,B650,B750,Beta,Beta,4.0,3874,1,12390
4,3,A450,C1050,Alpha,Gamma,2.0,2412,1,12390
5,3,A450,B550,Alpha,Beta,3.0,1906,1,12390
6,3,A450,B850,Alpha, Beta,2.0,3076,1,12390
7,3,A450,A350,Alpha,Alpha,3.0,3455,1,12390
8,3,A450,C1150,Alpha,Gamma,0.0,3769,1,12390
9,3,A450,B950,Alpha,Gamma,0.0,2020,1,12390
10,3,A450,C1250,Alpha,Gamma,0.0,650,1,12390
11,3,A450,T1000,Alpha,Gamma,0.0,609,1,12390
12,3,A450,T500,Alpha,Beta,4.0,3255,1,12390
13,3,A450,A150,Alpha,Alpha,0.9999999999999998,3314,1,12390
14,3,A450,B750,Alpha,Beta,2.0,4012,1,12390
5,4,C1050,B550,Gamma,Beta,0.9999999999999998,4346,1,12390
6,4,C1050,B850,Gamma, Beta,2.0,6035,1,12390
7,4,C1050,A350,Gamma,Alpha,0.9999999999999998,2696,1,12390
8,4,C1050,C1150,Gamma,Gamma,4.0,3971,1,12390
9,4,C1050,B950,Gamma,Gamma,4.0,1393,1,12390
10,4,C1050,C1250,Gamma,Gamma,4.0,1097,1,12390
11,4,C1050,T1000,Gamma,Gamma,4.0,1059,1,12390
12,4,C1050,T500,Gamma,Beta,0.9999999999999998,2674,1,12390
13,4,C1050,A150,Gamma,Alpha,0.0,2725,1,12390
14,4,C1050,B750,Gamma,Beta,2.0,2348,1,12390
6,5,B550,B850,Beta, Beta,2.0,2291,1,12390
7,5,B550,A350,Beta,Alpha,2.0,994,1,12390
8,5,B550,C1150,Beta,Gamma,0.0,3569,1,12390
9,5,B550,B950,Beta,Gamma,0.0,15042,1,12390
10,5,B550,C1250,Beta,Gamma,0.0,2094,1,12390
11,5,B550,T1000,Beta,Gamma,0.0,975,1,12390
12,5,B550,T500,Beta,Beta,4.0,2780,1,12390
13,5,B550,A150,Beta,Alpha,0.0,4083,1,12390
14,5,B550,B750,Beta,Beta,4.0,3026,1,12390
7,6,B850,A350, Beta,Alpha,0.9999999999999998,2241,1,12390
8,6,B850,C1150, Beta,Gamma,0.9999999999999998,1539,1,12390
9,6,B850,B950, Beta,Gamma,3.0,2398,1,12390
10,6,B850,C1250, Beta,Gamma,0.9999999999999998,2450,1,12390
11,6,B850,T1000, Beta,Gamma,3.0,3515,1,12390
12,6,B850,T500, Beta,Beta,0.9999999999999998,2161,1,12390
13,6,B850,A150, Beta,Alpha,0.0,9210,1,12390
14,6,B850,B750, Beta,Beta,3.0,4417,1,12390
8,7,A350,C1150,Alpha,Gamma,0.0,3260,1,12390
9,7,A350,B950,Alpha,Gamma,0.0,2888,1,12390
10,7,A350,C1250,Alpha,Gamma,0.0,2065,1,12390
11,7,A350,T1000,Alpha,Gamma,0.0,3089,1,12390
12,7,A350,T500,Alpha,Beta,3.0,3617,1,12390
13,7,A350,A150,Alpha,Alpha,2.0,3577,1,12390
14,7,A350,B750,Alpha,Beta,2.0,970,1,12390
9,8,C1150,B950,Gamma,Gamma,3.0,2416,1,12390
10,8,C1150,C1250,Gamma,Gamma,3.0,839,1,12390
11,8,C1150,T1000,Gamma,Gamma,3.0,835,1,12390
12,8,C1150,T500,Gamma,Beta,0.9999999999999998,2882,1,12390
13,8,C1150,A150,Gamma,Alpha,0.0,2654,1,12390
14,8,C1150,B750,Gamma,Beta,2.0,3402,1,12390
10,9,B950,C1250,Gamma,Gamma,2.0,1017,1,12390
11,9,B950,T1000,Gamma,Gamma,3.0,2279,1,12390
12,9,B950,T500,Gamma,Beta,0.9999999999999998,5116,1,12390
13,9,B950,A150,Gamma,Alpha,0.9999999999999998,1941,1,12390
14,9,B950,B750,Gamma,Beta,3.0,3453,1,12390
11,10,C1250,T1000,Gamma,Gamma,3.0,2081,1,12390
12,10,C1250,T500,Gamma,Beta,0.0,3254,1,12390
13,10,C1250,A150,Gamma,Alpha,0.0,1458,1,12390
14,10,C1250,B750,Gamma,Beta,0.0,1102,1,12390
12,11,T1000,T500,Gamma,Beta,0.0,1059,1,12390
13,11,T1000,A150,Gamma,Alpha,0.0,1275,1,12390
14,11,T1000,B750,Gamma,Beta,2.0,2988,1,12390
13,12,T500,A150,Beta,Alpha,0.9999999999999998,2762,1,12390
14,12,T500,B750,Beta,Beta,0.9999999999999998,1025,1,12390
14,13,A150,B750,Alpha,Beta,0.0,4113,1,12390
1,0,B650,A50,Alpha,Alpha,2.0,14578,1,12391
2,0,B650,A250,Beta,Alpha,3.0,5035,1,12391
3,0,B650,B550,Beta,Beta,5.0,3653,1,12391
4,0,B650,B850,Beta, Beta,4.0,3459,1,12391
5,0,B650,C1150,Beta,Gamma,3.0,3680,1,12391
6,0,B650,B950,Beta,Gamma,4.0,5668,1,12391
7,0,B650,T1000,Beta,Gamma,3.0,3103,1,12391
8,0,B650,A350,Beta,Alpha,2.0,3856,1,12391
9,0,B650,B750,Beta,Beta,5.0,3492,1,12391
10,0,B650,C1050,Beta,Gamma,3.0,3711,1,12391
11,0,B650,A450,Beta,Alpha,2.0,4964,1,12391
12,0,B650,A150,Beta,Alpha,0.9999999999999998,2296,1,12391
13,0,B650,T500,Beta,Beta,5.0,2635,1,12391
14,0,B650,C1250,Beta,Gamma,0.9999999999999998,3753,1,12391
2,1,A50,A250,Alpha,Alpha,2.0,14329,1,12391
3,1,A50,B550,Alpha,Beta,0.9999999999999998,2510,1,12391
4,1,A50,B850,Alpha, Beta,0.0,2567,1,12391
5,1,A50,C1150,Alpha,Gamma,0.0,688,1,12391
6,1,A50,B950,Alpha,Gamma,0.0,1148,1,12391
7,1,A50,T1000,Alpha,Gamma,0.0,973,1,12391
8,1,A50,A350,Alpha,Alpha,2.0,5029,1,12391
9,1,A50,B750,Alpha,Beta,0.9999999999999998,2642,1,12391
10,1,A50,C1050,Alpha,Gamma,0.0,1974,1,12391
11,1,A50,A450,Alpha,Alpha,2.0,4310,1,12391
12,1,A50,A150,Alpha,Alpha,4.0,5481,1,12391
13,1,A50,T500,Alpha,Beta,0.9999999999999998,3930,1,12391
14,1,A50,C1250,Alpha,Gamma,0.0,2827,1,12391
3,2,A250,B550,Alpha,Beta,3.0,6121,1,12391
4,2,A250,B850,Alpha, Beta,0.9999999999999998,7131,1,12391
5,2,A250,C1150,Alpha,Gamma,0.0,3355,1,12391
6,2,A250,B950,Alpha,Gamma,0.9999999999999998,3627,1,12391
7,2,A250,T1000,Alpha,Gamma,0.9999999999999998,2577,1,12391
8,2,A250,A350,Alpha,Alpha,5.0,2849,1,12391
9,2,A250,B750,Alpha,Beta,0.9999999999999998,11591,1,12391
10,2,A250,C1050,Alpha,Gamma,0.0,3427,1,12391
11,2,A250,A450,Alpha,Alpha,4.0,5118,1,12391
12,2,A250,A150,Alpha,Alpha,5.0,2816,1,12391
13,2,A250,T500,Alpha,Beta,4.0,4774,1,12391
14,2,A250,C1250,Alpha,Gamma,0.9999999999999998,2636,1,12391
4,3,B550,B850,Beta, Beta,3.0,2321,1,12391
5,3,B550,C1150,Beta,Gamma,0.9999999999999998,8123,1,12391
6,3,B550,B950,Beta,Gamma,3.0,3019,1,12391
7,3,B550,T1000,Beta,Gamma,3.0,2697,1,12391
8,3,B550,A350,Beta,Alpha,3.0,1285,1,12391
9,3,B550,B750,Beta,Beta,4.0,2993,1,12391
10,3,B550,C1050,Beta,Gamma,2.0,4831,1,12391
11,3,B550,A450,Beta,Alpha,5.0,2716,1,12391
12,3,B550,A150,Beta,Alpha,0.9999999999999998,5317,1,12391
13,3,B550,T500,Beta,Beta,6.0,2877,1,12391
14,3,B550,C1250,Beta,Gamma,0.9999999999999998,3881,1,12391
5,4,B850,C1150, Beta,Gamma,4.0,5259,1,12391
6,4,B850,B950, Beta,Gamma,5.0,3303,1,12391
7,4,B850,T1000, Beta,Gamma,4.0,3092,1,12391
8,4,B850,A350, Beta,Alpha,2.0,6851,1,12391
9,4,B850,B750, Beta,Beta,5.0,7643,1,12391
10,4,B850,C1050, Beta,Gamma,2.0,3136,1,12391
11,4,B850,A450, Beta,Alpha,4.0,2742,1,12391
12,4,B850,A150, Beta,Alpha,0.0,2951,1,12391
13,4,B850,T500, Beta,Beta,3.0,4515,1,12391
14,4,B850,C1250, Beta,Gamma,3.0,7715,1,12391
6,5,C1150,B950,Gamma,Gamma,4.0,6410,1,12391
7,5,C1150,T1000,Gamma,Gamma,5.0,2752,1,12391
8,5,C1150,A350,Gamma,Alpha,0.9999999999999998,6410,1,12391
9,5,C1150,B750,Gamma,Beta,3.0,4061,1,12391
10,5,C1150,C1050,Gamma,Gamma,5.0,3488,1,12391
11,5,C1150,A450,Gamma,Alpha,0.9999999999999998,4245,1,12391
12,5,C1150,A150,Gamma,Alpha,0.0,3746,1,12391
13,5,C1150,T500,Gamma,Beta,4.0,3224,1,12391
14,5,C1150,C1250,Gamma,Gamma,5.0,2501,1,12391
7,6,B950,T1000,Gamma,Gamma,6.0,2523,1,12391
8,6,B950,A350,Gamma,Alpha,2.0,3427,1,12391
9,6,B950,B750,Gamma,Beta,4.0,2320,1,12391
10,6,B950,C1050,Gamma,Gamma,5.0,2219,1,12391
11,6,B950,A450,Gamma,Alpha,2.0,3451,1,12391
12,6,B950,A150,Gamma,Alpha,0.9999999999999998,2086,1,12391
13,6,B950,T500,Gamma,Beta,4.0,8515,1,12391
14,6,B950,C1250,Gamma,Gamma,4.0,1419,1,12391
8,7,T1000,A350,Gamma,Alpha,3.0,2978,1,12391
9,7,T1000,B750,Gamma,Beta,4.0,3872,1,12391
10,7,T1000,C1050,Gamma,Gamma,5.0,3572,1,12391
11,7,T1000,A450,Gamma,Alpha,2.0,2268,1,12391
12,7,T1000,A150,Gamma,Alpha,0.0,2616,1,12391
13,7,T1000,T500,Gamma,Beta,2.0,3436,1,12391
14,7,T1000,C1250,Gamma,Gamma,4.0,8459,1,12391
9,8,A350,B750,Alpha,Beta,2.0,2267,1,12391
10,8,A350,C1050,Alpha,Gamma,0.9999999999999998,2936,1,12391
11,8,A350,A450,Alpha,Alpha,5.0,3258,1,12391
12,8,A350,A150,Alpha,Alpha,3.0,4498,1,12391
13,8,A350,T500,Alpha,Beta,4.0,2712,1,12391
14,8,A350,C1250,Alpha,Gamma,0.0,2108,1,12391
10,9,B750,C1050,Beta,Gamma,3.0,3445,1,12391
11,9,B750,A450,Beta,Alpha,4.0,7666,1,12391
12,9,B750,A150,Beta,Alpha,0.0,3741,1,12391
13,9,B750,T500,Beta,Beta,4.0,2325,1,12391
14,9,B750,C1250,Beta,Gamma,3.0,1806,1,12391
11,10,C1050,A450,Gamma,Alpha,3.0,1173,1,12391
12,10,C1050,A150,Gamma,Alpha,2.0,1853,1,12391
13,10,C1050,T500,Gamma,Beta,3.0,3106,1,12391
14,10,C1050,C1250,Gamma,Gamma,4.0,1641,1,12391
12,11,A450,A150,Alpha,Alpha,0.9999999999999998,4986,1,12391
13,11,A450,T500,Alpha,Beta,6.0,6376,1,12391
14,11,A450,C1250,Alpha,Gamma,0.0,4135,1,12391
13,12,A150,T500,Alpha,Beta,2.0,3131,1,12391
14,12,A150,C1250,Alpha,Gamma,0.0,1984,1,12391
14,13,T500,C1250,Beta,Gamma,0.9999999999999998,7162,1,12391
1,0,B750,B550,Beta,Beta,3.0,28362,1,12392
2,0,B750,T1000,Beta,Gamma,2.0,12494,1,12392
3,0,B750,A250,Beta,Alpha,0.9999999999999998,4099,1,12392
4,0,B750,C1150,Beta,Gamma,4.0,5322,1,12392
5,0,B750,A350,Beta,Alpha,0.9999999999999998,3658,1,12392
6,0,B750,C1250,Beta,Gamma,3.0,7114,1,12392
7,0,B750,T500,Beta,Beta,5.0,6137,1,12392
8,0,B750,B650,Beta,Beta,6.0,2306,1,12392
9,0,B750,A50,Beta,Alpha,0.0,2954,1,12392
10,0,B750,A450,Beta,Alpha,4.0,3768,1,12392
11,0,B750,A150,Beta,Alpha,0.0,3314,1,12392
12,0,B750,B850,Beta, Beta,6.0,2610,1,12392
13,0,B750,C1050,Beta,Gamma,5.0,2563,1,12392
14,0,B750,B950,Beta,Gamma,5.0,2300,1,12392
2,1,B550,T1000,Beta,Gamma,4.0,2002,1,12392
3,1,B550,A250,Beta,Alpha,4.0,4284,1,12392
4,1,B550,C1150,Beta,Gamma,2.0,4194,1,12392
5,1,B550,A350,Beta,Alpha,5.0,4852,1,12392
6,1,B550,C1250,Beta,Gamma,0.9999999999999998,2827,1,12392
7,1,B550,T500,Beta,Beta,6.0,2218,1,12392
8,1,B550,B650,Beta,Beta,5.0,3658,1,12392
9,1,B550,A50,Beta,Alpha,0.0,2236,1,12392
10,1,B550,A450,Beta,Alpha,5.0,3585,1,12392
11,1,B550,A150,Beta,Alpha,0.9999999999999998,1970,1,12392
12,1,B550,B850,Beta, Beta,5.0,2274,1,12392
13,1,B550,C1050,Beta,Gamma,4.0,1995,1,12392
14,1,B550,B950,Beta,Gamma,4.0,2044,1,12392
3,2,T1000,A250,Gamma,Alpha,0.0,4515,1,12392
4,2,T1000,C1150,Gamma,Gamma,6.0,2945,1,12392
5,2,T1000,A350,Gamma,Alpha,2.0,2147,1,12392
6,2,T1000,C1250,Gamma,Gamma,5.0,4059,1,12392
7,2,T1000,T500,Gamma,Beta,0.9999999999999998,5098,1,12392
8,2,T1000,B650,Gamma,Beta,3.0,5138,1,12392
9,2,T1000,A50,Gamma,Alpha,0.0,1832,1,12392
